inventory_id	bibtex_key	language_code_id	source	alternative_language_names
670	Chanard2006	bas	AA	Basaa
671	Hartell1993	bsq	AA	Bassa
671	Chanard2006	bsq	AA	Bassa
672	Hartell1993	bud	AA	Bassar 
672	Chanard2006	bud	AA	Bassar 
673	Hartell1993	btg	AA	B{\'e}T{\'e}
673	Chanard2006	btg	AA	B{\'e}T{\'e}
674	Hartell1993	bkv	AA	Bekwarra
674	Chanard2006	bkv	AA	Bekwarra
675	Hartell1993	bom	AA	Berom
675	Chanard2006	bom	AA	Berom
676	Hartell1993	nhb	AA	B{\`{\textepsilon}}{\textipa{N}} (Ngain)
676	Chanard2006	nhb	AA	B{\`{\textepsilon}}{\textipa{N}} (Ngain)
677	Hartell1993	bhy	AA	Bhele
677	Chanard2006	bhy	AA	Bhele
678	Hartell1993	beh	AA	Biali
678	Chanard2006	beh	AA	Biali
679	Hartell1993	bim	AA	Bimoba
679	Chanard2006	bim	AA	Bimoba
680	Hartell1993	bib	AA	Bisa
680	Chanard2006	bib	AA	Bisa
681	Hartell1993	bbo	AA	Bobo
681	Chanard2006	bbo	AA	Bobo
682	Hartell1993	bqc	AA	Boussa (Boko)
682	Chanard2006	bqc	AA	Boussa (Boko)
683	Hartell1993	bzx	AA	Bozo
683	Chanard2006	bzx	AA	Bozo
684	Hartell1993	bum	AA	Bulu
684	Chanard2006	bum	AA	Bulu
685	Hartell1993	cme	AA	Cerma 
685	Chanard2006	cme	AA	Cerma 
686	Hartell1993	ncu	AA	Chumburung
686	Chanard2006	ncu	AA	Chumburung
687	Hartell1993	dbq	AA	Daba
687	Chanard2006	dbq	AA	Daba
688	Hartell1993	dga	AA	Dagaare
688	Chanard2006	dga	AA	Dagaare
689	Hartell1993	dgi	AA	Dagara
689	Chanard2006	dgi	AA	Dagara
690	Hartell1993	dag	AA	Dagbani
690	Chanard2006	dag	AA	Dagbani
691	Hartell1993	daf	AA	Dan 
691	Chanard2006	daf	AA	Dan 
692	Hartell1993	ada	AA	Dangme 
692	Chanard2006	ada	AA	Dangme 
693	Hartell1993	dzg	AA	Daza
693	Chanard2006	dzg	AA	Daza
694	Hartell1993	luo	AA	Dholuo
694	Chanard2006	luo	AA	Dholuo
695	Hartell1993	dic	AA	Dida
695	Chanard2006	dic	AA	Dida
696	Hartell1993	dyu	AA	Dioula
696	Chanard2006	dyu	AA	Dioula
697	Hartell1993	tbz	AA	Ditammari
697	Chanard2006	tbz	AA	Ditammari
698	Hartell1993	dow	AA	Doayo
698	Chanard2006	dow	AA	Doayo
699	Hartell1993	dts	AA	Dogon 
699	Chanard2006	dts	AA	Dogon 
700	Hartell1993	dua	AA	Duala
700	Chanard2006	dua	AA	Duala
701	Hartell1993	dug	AA	Duruma
701	Chanard2006	dug	AA	Duruma
702	Hartell1993	igb	AA	Ebira
702	Chanard2006	igb	AA	Ebira
703	Hartell1993	ewe	AA	Eue
703	Chanard2006	ewe	AA	Eue
704	Hartell1993	bin	AA	{\d E}Do 
704	Chanard2006	bin	AA	{\d E}Do 
705	Hartell1993	izi	AA	{\d E}Zaa
705	Hartell1993	izi	AA	Ikwo
706	Hartell1993	etu	AA	Ejagham De L'Ouest
706	Chanard2006	etu	AA	Ejagham De L'Ouest
707	Hartell1993	ema	AA	Emai
707	Chanard2006	ema	AA	Emai
708	Hartell1993	enn	AA	Engenni
708	Chanard2006	enn	AA	Engenni
709	Hartell1993	ewo	AA	Ewondo
709	Chanard2006	ewo	AA	Ewondo
710	Hartell1993	fmp	AA	Fe'efe'fe
710	Chanard2006	fmp	AA	Fe'efe'fe
711	Hartell1993	fon	AA	F{\textopeno}n
711	Chanard2006	fon	AA	F{\textopeno}n
712	Hartell1993	fub	AA	Fulfulde (Cameroon)
712	Chanard2006	fub	AA	Fulfulde (Cameroon)
713	Hartell1993	fuq	AA	Fulfulde (Niger)
713	Chanard2006	fuq	AA	Fulfulde (Niger)
714	Hartell1993	ffm	AA	Fulfulde (Mali)
714	Chanard2006	ffm	AA	Fulfulde (Mali)
715	Hartell1993	fuh	AA	Fulfulde (Burkina Faso)
715	Chanard2006	fuh	AA	Fulfulde (Burkina Faso)
716	Hartell1993	flr	AA	Fuliru
716	Chanard2006	flr	AA	Fuliru
717	Hartell1993	gaa	AA	Ga
717	Chanard2006	gaa	AA	Ga
718	Hartell1993	gng	AA	Gangam
718	Chanard2006	gng	AA	Gangam
719	Hartell1993	gya	AA	Gbaya (Northwest, Car)
719	Chanard2006	gya	AA	Gbaya (Northwest, Car)
720	Hartell1993	gbp	AA	Gbaya (Bossangoa, CAR)
720	Chanard2006	gbp	AA	Gbaya (Bossangoa, CAR)
721	Hartell1993	gej	AA	G{\textepsilon}n-Mina (Benin)
721	Hartell1993	gej	AA	G{\textepsilon}n-Mina (Togo)
722	Chanard2006	gej	AA	G{\textepsilon}n-Mina (Benin)
722	Chanard2006	gej	AA	G{\textepsilon}n-Mina (Togo)
723	Hartell1993	god	AA	Godi{\'e}
723	Chanard2006	god	AA	Godi{\'e}
724	Hartell1993	gjn	AA	Gonja
724	Chanard2006	gjn	AA	Gonja
725	Hartell1993	gbo	AA	Grebo
725	Chanard2006	gbo	AA	Grebo
726	Hartell1993	gde	AA	Gu{\texthtd}e
726	Chanard2006	gde	AA	Gu{\texthtd}e
727	Hartell1993	gux	AA	Gulmancema 
727	Chanard2006	gux	AA	Gulmancema 
728	Hartell1993	hag	AA	Hanga
728	Chanard2006	hag	AA	Hanga
729	Hartell1993	hau	AA	Hausa (Niger)
729	Hartell1993	hau	AA	Hausa (Nigeria)
730	Chanard2006	hau	AA	Hausa (Niger)
730	Chanard2006	hau	AA	Hausa (Nigeria)
731	Hartell1993	ife	AA	If{\`{\textepsilon}}
731	Chanard2006	ife	AA	If{\`{\textepsilon}}
732	Hartell1993	ibo	AA	Igbo
732	Chanard2006	ibo	AA	Igbo
733	Hartell1993	ige	AA	Igede
733	Chanard2006	ige	AA	Igede
734	Hartell1993	ijs	AA	Ijo De L'Est; Eastern Ijo (Okrika)
734	Chanard2006	ijs	AA	Ijo De L'Est; Eastern Ijo (Okrika)
735	Hartell1993	izi	AA	Izi
735	Chanard2006	izi	AA	{\d E}Zaa
736	Chanard2006	izi	AA	Ikwo
736	Chanard2006	izi	AA	Izi
737	Hartell1993	dyo	AA	Joola 
737	Chanard2006	dyo	AA	Joola 
738	Hartell1993	bex	AA	Jur M{\"o}d{\"o}
738	Chanard2006	bex	AA	Jur M{\"o}d{\"o}
739	Hartell1993	kbp	AA	Kabiy{\textepsilon}
739	Chanard2006	kbp	AA	Kabiy{\textepsilon}
740	Hartell1993	kkj	AA	Kak{\textopeno}
740	Chanard2006	kkj	AA	Kak{\textopeno}
741	Hartell1993	bqx	AA	Kambari
741	Chanard2006	bqx	AA	Kambari
742	Hartell1993	knc	AA	Kanuri
742	Chanard2006	knc	AA	Kanuri
743	Hartell1993	kza	AA	Karaboro
743	Chanard2006	kza	AA	Karaboro
744	Hartell1993	kzr	AA	Kara{\textipa{N}}
744	Chanard2006	kzr	AA	Kara{\textipa{N}}
745	Hartell1993	xsm	AA	Kasem
745	Hartell1993	xsm	AA	Kasim
746	Chanard2006	xsm	AA	Kasem
746	Chanard2006	xsm	AA	Kasim
747	Hartell1993	ozm	AA	K{\textopeno}{\textopeno}zime
747	Chanard2006	ozm	AA	K{\textopeno}{\textopeno}zime
748	Hartell1993	kik	AA	Kikuyu
748	Chanard2006	kik	AA	Kikuyu
749	Hartell1993	kqs	AA	Kisiei
749	Chanard2006	kqs	AA	Kisiei
750	Hartell1993	bkm	AA	Kom
750	Chanard2006	bkm	AA	Kom
751	Hartell1993	kmw	AA	Komo
751	Chanard2006	kmw	AA	Komo
752	Hartell1993	xon	AA	Konkomba
752	Chanard2006	xon	AA	Konkomba
753	Hartell1993	xpe	AA	Kpelle
753	Chanard2006	xpe	AA	Kpelle
754	Hartell1993	gkp	AA	Kp{\textepsilon}l{\textepsilon}woo
754	Chanard2006	gkp	AA	Kp{\textepsilon}l{\textepsilon}woo
755	Hartell1993	krs	AA	Kresh
755	Chanard2006	krs	AA	Kresh
756	Hartell1993	kri	AA	Krio
756	Chanard2006	kri	AA	Krio
757	Hartell1993	ted	AA	Kroumen T{\'e}Po
757	Chanard2006	ted	AA	Kroumen T{\'e}Po
758	Hartell1993	kuj	AA	Kuria
758	Chanard2006	kuj	AA	Kuria
759	Hartell1993	kus	AA	Kusal
759	Chanard2006	kus	AA	Kusal
760	Hartell1993	las	AA	Lama
760	Chanard2006	las	AA	Lama
761	Hartell1993	lln	AA	Lele
761	Chanard2006	lln	AA	Lele
762	Hartell1993	led	AA	Lendu
762	Chanard2006	led	AA	Lendu
763	Hartell1993	lom	AA	L{\textopeno}g{\textopeno}magooi
763	Chanard2006	lom	AA	L{\textopeno}g{\textopeno}magooi
764	Hartell1993	lok	AA	L{\textopeno}k{\textopeno}
764	Chanard2006	lok	AA	L{\textopeno}k{\textopeno}
765	Hartell1993	lig	AA	Ligbi
765	Chanard2006	lig	AA	Ligbi
766	Hartell1993	lia	AA	Limba
766	Chanard2006	lia	AA	Limba
767	Hartell1993	lmp	AA	Limbum
767	Chanard2006	lmp	AA	Limbum
768	Hartell1993	lin	AA	Lingala
768	Chanard2006	lin	AA	Lingala
769	Hartell1993	dop	AA	Lokpa 
769	Chanard2006	dop	AA	Lokpa 
770	Hartell1993	lug	AA	Luganda
770	Chanard2006	lug	AA	Luganda
771	Hartell1993	lgg	AA	Lugbara
771	Chanard2006	lgg	AA	Lugbara
772	Hartell1993	lee	AA	Ly{\'e}L{\'e}
772	Chanard2006	lee	AA	Ly{\'e}L{\'e}
773	Hartell1993	mcu	AA	Mambila (Cameroon)
773	Chanard2006	mcu	AA	Mambila (Cameroon)
774	Hartell1993	mzk	AA	Mambila (Nigeria)
774	Chanard2006	mzk	AA	Mambila (Nigeria)
775	Hartell1993	maw	AA	Mampruli
775	Chanard2006	maw	AA	Mampruli
776	Hartell1993	mlq	AA	Mande
776	Chanard2006	mlq	AA	Mande
777	Hartell1993	emk	AA	Manding 
777	Chanard2006	emk	AA	Manding 
778	Hartell1993	mdj	AA	Mangbetu (Meje)
778	Chanard2006	mdj	AA	Mangbetu (Meje)
779	Hartell1993	mwk	AA	Maninka-Kan
779	Chanard2006	mwk	AA	Maninka-Kan
780	Hartell1993	muh	AA	M{\"u}Nd{\"u}
780	Chanard2006	muh	AA	M{\"u}Nd{\"u}
781	Hartell1993	mfn	AA	Mbembe
781	Chanard2006	mfn	AA	Mbembe
782	Hartell1993	mbo	AA	Mbo{\'o}
782	Chanard2006	mbo	AA	Mbo{\'o}
783	Hartell1993	mcp	AA	Mekaa
783	Chanard2006	mcp	AA	Mekaa
784	Hartell1993	men	AA	Mende
784	Chanard2006	men	AA	Mende
785	Hartell1993	mgo	AA	Metta 
785	Chanard2006	mgo	AA	Metta 
786	Hartell1993	myk	AA	Minyanka
786	Chanard2006	myk	AA	Minyanka
787	Hartell1993	mzw	AA	Mo (Deg)
787	Chanard2006	mzw	AA	Mo (Deg)
788	Hartell1993	mif	AA	Mofu-Gudur
788	Chanard2006	mif	AA	Mofu-Gudur
789	Hartell1993	mos	AA	Moore
789	Chanard2006	mos	AA	Moore
790	Hartell1993	moa	AA	Muan
790	Chanard2006	moa	AA	Muan
791	Hartell1993	mnf	AA	Mundani
791	Chanard2006	mnf	AA	Mundani
792	Hartell1993	mkw	AA	Munukutuba
792	Chanard2006	mkw	AA	Munukutuba
793	Hartell1993	mur	AA	Murle
793	Chanard2006	mur	AA	Murle
794	Hartell1993	sur	AA	Mwaghavul 
794	Chanard2006	sur	AA	Mwaghavul 
795	Hartell1993	nfr	AA	Nafaanra
795	Chanard2006	nfr	AA	Nafaanra
796	Hartell1993	nmz	AA	Nawdm
796	Chanard2006	nmz	AA	Nawdm
797	Hartell1993	nuv	AA	Nuni
797	Chanard2006	nuv	AA	Nuni
798	Hartell1993	lem	AA	N{\textopeno}maa (N{\textopeno}maáNd{\textepsilon}́)
798	Chanard2006	lem	AA	N{\textopeno}maa (N{\textopeno}maáNd{\textepsilon}́)
799	Hartell1993	sba	AA	Ngambai
799	Chanard2006	sba	AA	Ngambai
800	Hartell1993	nga	AA	Ngbaka
800	Chanard2006	nga	AA	Ngbaka
801	Hartell1993	ngb	AA	Ngbandi
801	Chanard2006	ngb	AA	Ngbandi
802	Hartell1993	nnh	AA	Ngyemb{\textopeno}{\textopeno}n
802	Chanard2006	nnh	AA	Ngyemb{\textopeno}{\textopeno}n
803	Hartell1993	nwb	AA	Niaboua
803	Chanard2006	nwb	AA	Niaboua
804	Hartell1993	lns	AA	Nso'
804	Chanard2006	lns	AA	Nso'
805	Hartell1993	yas	AA	Nugunu
805	Chanard2006	yas	AA	Nugunu
806	Hartell1993	nup	AA	Nupe
806	Chanard2006	nup	AA	Nupe
807	Hartell1993	mhi	AA	Pandikeri
807	Chanard2006	mhi	AA	Pandikeri
808	Hartell1993	pbi	AA	Podoko
808	Chanard2006	pbi	AA	Podoko
809	Hartell1993	fuc	AA	Pulaar 
809	Chanard2006	fuc	AA	Pulaar 
810	Hartell1993	fuf	AA	Pular 
810	Chanard2006	fuf	AA	Pular 
811	Hartell1993	rel	AA	Rendille
811	Chanard2006	rel	AA	Rendille
812	Hartell1993	spy	AA	Sabaot
812	Chanard2006	spy	AA	Sabaot
813	Hartell1993	sag	AA	Sango (CAF)
813	Hartell1993	sag	AA	Sango (COD)
814	Chanard2006	sag	AA	Sango (CAF)
814	Chanard2006	sag	AA	Sango (COD)
815	Hartell1993	seq	AA	Senoufo 
815	Chanard2006	seq	AA	Senoufo 
816	Hartell1993	srr	AA	Sereer
816	Chanard2006	srr	AA	Sereer
817	Hartell1993	sld	AA	Sissala (Burkina)
817	Hartell1993	sld	AA	Sissala (Ghana)
818	Chanard2006	sld	AA	Sissala (Burkina)
818	Chanard2006	sld	AA	Sissala (Ghana)
819	Hartell1993	khq	AA	Songhoy
819	Chanard2006	khq	AA	Songhoy
820	Hartell1993	snk	AA	Soninke (Mali)
820	Hartell1993	snk	AA	Sooninke (Senegal)
821	Chanard2006	snk	AA	Soninke (Mali)
821	Chanard2006	snk	AA	Sooninke (Senegal)
822	Hartell1993	sus	AA	Soso
822	Chanard2006	sus	AA	Soso
823	Hartell1993	swh	AA	Swahili
823	Chanard2006	swh	AA	Swahili
824	Hartell1993	ttq	AA	Tamajaq
824	Chanard2006	ttq	AA	Tamajaq
825	Hartell1993	taq	AA	Tamasheq
825	Chanard2006	taq	AA	Tamasheq
826	Hartell1993	yer	AA	Tarok 
826	Chanard2006	yer	AA	Tarok 
827	Hartell1993	lor	AA	T{\'e}{\'e}N 
827	Chanard2006	lor	AA	T{\'e}{\'e}N 
828	Hartell1993	tuq	AA	Teda
828	Chanard2006	tuq	AA	Teda
829	Hartell1993	kdh	AA	Tem
829	Chanard2006	kdh	AA	Tem
830	Hartell1993	tfi	AA	T{\textopeno}fin
830	Chanard2006	tfi	AA	T{\textopeno}fin
831	Hartell1993	tem	AA	Themne
831	Chanard2006	tem	AA	Themne
832	Hartell1993	tik	AA	Tikar
832	Chanard2006	tik	AA	Tikar
833	Hartell1993	toq	AA	Toposa
833	Chanard2006	toq	AA	Toposa
834	Hartell1993	neb	AA	Toura
834	Chanard2006	neb	AA	Toura
835	Hartell1993	tsp	AA	Toussian
835	Chanard2006	tsp	AA	Toussian
836	Hartell1993	vag	AA	Vagala
836	Chanard2006	vag	AA	Vagala
837	Hartell1993	vut	AA	Vute
837	Chanard2006	vut	AA	Vute
838	Hartell1993	wwa	AA	Waama
838	Chanard2006	wwa	AA	Waama
839	Hartell1993	wan	AA	Wan
839	Chanard2006	wan	AA	Wan
840	Hartell1993	wob	AA	Wob{\'e}
840	Chanard2006	wob	AA	Wob{\'e}
841	Hartell1993	wol	AA	Wolof
841	Chanard2006	wol	AA	Wolof
842	Hartell1993	yam	AA	Yamba
842	Chanard2006	yam	AA	Yamba
843	Hartell1993	yat	AA	Yamb{\textepsilon}ta
843	Chanard2006	yat	AA	Yamb{\textepsilon}ta
844	Hartell1993	yre	AA	Yaour{\'e}
844	Chanard2006	yre	AA	Yaour{\'e}
845	Hartell1993	ybb	AA	Yemba
845	Chanard2006	ybb	AA	Yemba
846	Hartell1993	pil	AA	Yom 
846	Chanard2006	pil	AA	Yom 
847	Hartell1993	yor	AA	Yorouba (Benin)
847	Hartell1993	yor	AA	Yorouba (Nigeria)
848	Chanard2006	yor	AA	Yorouba (Benin)
848	Chanard2006	yor	AA	Yorouba (Nigeria)
849	Hartell1993	zne	AA	Zande
849	Chanard2006	zne	AA	Zande
850	Hartell1993	dje	AA	Zarma 
850	Chanard2006	dje	AA	Zarma 
851	Hartell1993	gnd	AA	Zulgo
851	Chanard2006	gnd	AA	Zulgo
852	fwe_baumbach1997	fwe	PHOIBLE	Fwe
853	yey_baumbach1997	yey	PHOIBLE	Yeyi
854	cav_guillaume2004	cav	PHOIBLE	Cavinena
855	ccc_parker1991	ccc	PHOIBLE	Chamicuro
856	che_nichols1996	che	PHOIBLE	Chechen
857	cdm_caughley1982	cdm	PHOIBLE	Chepang
858	mhr_sebeok1961	mhr	PHOIBLE	Cheremis
859	cle_archivo1980	cle	PHOIBLE	Chinanteco
860	ctu_alvarez2002	ctu	PHOIBLE	Tila, Chiapas
861	crw_tomas1971	crw	PHOIBLE	Chrau
862	boi_wash2001	boi	PHOIBLE	Barbare{\~n}o
863	crd_doak1997	crd	PHOIBLE	Coeur d'Alene
864	com_charney1993	com	PHOIBLE	Comanche
865	cup_hill2005	cup	PHOIBLE	Cupeno
866	cuv_ndokobai2003	cuv	PHOIBLE	Cuvok
867	anv_mbuagbaw1996	anv	PHOIBLE	Denya
868	kxl_yadava2000	kxl	PHOIBLE	Dhangar
869	aoj_conrad1978	aoj	PHOIBLE	Muhiang
870	usa_bee1965	usa	PHOIBLE	Usarufa
871	kpr_farr1974	kpr	PHOIBLE	Korafe
872	bjr_oatridge1973	bjr	PHOIBLE	Binumarien
873	ego_blench2006	ego	PHOIBLE	Eggon
874	ekp_blench2006	ekp	PHOIBLE	Ekpeye
875	enb_zwarts2003	enb	PHOIBLE	Endo
876	ags_fointein1986	ags	PHOIBLE	Esimbi
877	fan_eko1974	fan	PHOIBLE	Fan
878	fuu_boyeldieu2000	fuu	PHOIBLE	Furu
879	gbd_sands1989	gbd	PHOIBLE	Garadjari
880	gby_rosendall1998	gby	PHOIBLE	Gbari
881	gvf_evans2005	gvf	PHOIBLE	Golin
882	gub_bendorsamuel1966	gub	PHOIBLE	Guajajara
883	gup_oates1964	gup	PHOIBLE	Gunwinggu
884	hay_byarushengo1977	hay	PHOIBLE	Haya
885	wya_lagarde1980	wya	PHOIBLE	Huron
886	hch_mchintosh1945	hch	PHOIBLE	Huichol
887	qwh_levengood1982	qwh	PHOIBLE	Huaylas
888	huv_archivo1983	huv	PHOIBLE	Huave, San Mateo del Mar
889	qxw_wroughton1996	qxw	PHOIBLE	Huanca
890	lyn_jacottet1896	lyn	PHOIBLE	Louyi
891	iby_blench2005	iby	PHOIBLE	Ibani
892	imn_seiler1985	imn	PHOIBLE	Imonda
893	inh_nichols1996	inh	PHOIBLE	Ingush
894	ksi_donohue2002	ksi	PHOIBLE	Isaka
895	yal_lupke2005	yal	PHOIBLE	Jalonke
896	jar_lukas1961	jar	PHOIBLE	Jarawa
897	jaa_vogel2003	jaa	PHOIBLE	Jarawara
898	tow_yumitani1998	tow	PHOIBLE	Jemez
899	mgi_blench2006	mgi	PHOIBLE	Jili
900	kab_hamouma1987	kab	PHOIBLE	Kabyle
901	gid_noukeu2002	gid	PHOIBLE	Kada
902	kyz_souza2004	kyz	PHOIBLE	Kaiabi
903	kms_sanders1994a	kms	PHOIBLE	Kamasau
904	kxo_bacelar2004	kxo	PHOIBLE	Kanoe
905	ndb_akeriweh2000	ndb	PHOIBLE	Kensei Nsei
906	xrb_wichser1994	xrb	PHOIBLE	Kar
907	kmv_tobler1983	kmv	PHOIBLE	Karipuna Creole
908	ken_mbuagbaw2000	ken	PHOIBLE	Kenyang
909	khr_peterson	khr	PHOIBLE	Kharia
910	cog_ungsitipoonporn	cog	PHOIBLE	Chong
911	kin_mpayimana2003	kin	PHOIBLE	Kinyarwanda
912	okr_blench2005	okr	PHOIBLE	Kirike
913	kkk_palmer1999	kkk	PHOIBLE	Kokota
914	kme_asobo1989	kme	PHOIBLE	Kole
915	kma_cahill1999	kma	PHOIBLE	Konni
916	kdt_oranuch1984	kdt	PHOIBLE	Kuay
917	kle_tolsma1999	kle	PHOIBLE	Kulung
918	kto_lindstrom2002	kto	PHOIBLE	Kuot
919	kgg_watters2006	kgg	PHOIBLE	Kusunda
920	kxv_israel1979	kxv	PHOIBLE	Kuvi
921	xwa_voort2004	xwa	PHOIBLE	Kwaza
922	lbj_koshal1979	lbj	PHOIBLE	Ladakhi
923	lag_dunham2005	lag	PHOIBLE	Langi
924	lao_morev1979	lao	PHOIBLE	Lao
925	lvk_terrill1999	lvk	PHOIBLE	Lavukaleve
926	bwt_ebah1990	bwt	PHOIBLE	Bafo
927	lun_kawasha2003	lun	PHOIBLE	Lunda
928	lch_fleisch2000	lch	PHOIBLE	Lucazi
929	bdu_atta1993	bdu	PHOIBLE	Lukundu
930	mkd_friedman2002	mkd	PHOIBLE	Macedonian
931	mxu_blench2006	mxu	PHOIBLE	Mada
932	grg_blackings2003	grg	PHOIBLE	Ma'di
933	mva_turner1986	mva	PHOIBLE	Manam
934	bce_forku2000	bce	PHOIBLE	Mamenyan
935	nmm_hildebrandt2004	nmm	PHOIBLE	Manange
936	nge_swiri1998	nge	PHOIBLE	Ngemba
937	mec_heath1981	mec	PHOIBLE	Mara
938	ayz_dol1999	ayz	PHOIBLE	Maybrat
939	gmm_boyd1997	gmm	PHOIBLE	Mbodomo
940	byv_nganmou1991	byv	PHOIBLE	Medumba
941	xmf_harris1991	xmf	PHOIBLE	Mingrelian
942	bfm_bangha2003	bfm	PHOIBLE	Mmen
943	mwt_veena1980	mwt	PHOIBLE	Moken
944	cas_sakel2004	cas	PHOIBLE	Moseten
945	mgg_djiafeua1989	mgg	PHOIBLE	Mpumpun
946	mhk_nahjella1997	mhk	PHOIBLE	Mungaka
947	nmg_ngue2002	nmg	PHOIBLE	Mvumbo
948	mlv_francois2001	mlv	PHOIBLE	Mwotlap
949	nnm_feldpausch1992	nnm	PHOIBLE	Namia
950	nml_ngoran1999	nml	PHOIBLE	Ndemli
951	apm_hoijer1946	apm	PHOIBLE	Chiricahua Apache
952	yum_halpern1946	yum	PHOIBLE	Yuma
953	nnk_spaulding1994	nnk	PHOIBLE	Nankina
954	niq_creider1989	niq	PHOIBLE	Nandi
955	kig_saowalak1993	kig	PHOIBLE	Khmu
956	mff_kum2002	mff	PHOIBLE	Naki
957	ncl_langacker1979	ncl	PHOIBLE	Michoacan Nahual
958	nag_bhattacharjya2001	nag	PHOIBLE	Nagamese
959	nsh_bolima1998	nsh	PHOIBLE	Ngishe
960	nig_baker1999	nig	PHOIBLE	Ngalakan
961	nam_hoddinott1988	nam	PHOIBLE	Nganikurungkurr
962	igo_ngouagna1988	igo	PHOIBLE	Ngomba
963	nla_voutsa2003	nla	PHOIBLE	Ngombale
964	noo_davidson2002	noo	PHOIBLE	Nootka
965	kxm_phunsap1984	kxm	PHOIBLE	Northern Khmer
966	pao_thornes2003	pao	PHOIBLE	Northern Paiute
967	kcn_wellens2003	kcn	PHOIBLE	Nubi
968	nus_frank1999	nus	PHOIBLE	Nuer
969	ekm_ekambi1990	ekm	PHOIBLE	Nulibie
970	nym_maganga1992	nym	PHOIBLE	Kinyamwezi
971	nyl_taweeporn1998	nyl	PHOIBLE	Nyeu
972	ann_faraclas1984	ann	PHOIBLE	Obolo
973	mpt_loving1974	mpt	PHOIBLE	Mianmin
974	fai_loving1974	fai	PHOIBLE	Faiwol
975	oku_yensi1996	oku	PHOIBLE	Oku
976	oss_hettich1997	oss	PHOIBLE	Ossetian
977	pau_josephs1975	pau	PHOIBLE	Palauan
978	okv_loving1977	okv	PHOIBLE	Orokaiva
979	yll_loving1977	yll	PHOIBLE	Yil
980	niz_loving1977	niz	PHOIBLE	Ningil
981	dob_loving1977	dob	PHOIBLE	Dobu
982	smq_loving1977	smq	PHOIBLE	Samo
983	uvh_loving1974	uvh	PHOIBLE	Urii
984	bzf_loving1974	bzf	PHOIBLE	Boiken
985	prt_unchalee1988	prt	PHOIBLE	Pray
986	mlf_unchalee1988	mlf	PHOIBLE	Mal
987	rma_grinevald1990	rma	PHOIBLE	Rama
988	xmt_remijsen2002	xmt	PHOIBLE	Matbat
989	run_rodegem1967	run	PHOIBLE	Rundi
990	nyn_poletto1998	nyn	PHOIBLE	Runyankore
991	rwr_magier1983	rwr	PHOIBLE	Marwari
992	ndi_kong2004	ndi	PHOIBLE	Samba Leko
993	sbd_platiel1979	sbd	PHOIBLE	Samo de Toma
994	sxm_ploykaew2001	sxm	PHOIBLE	Samre
995	sae_antunes2004	sae	PHOIBLE	Sabane
996	str_montler2005	str	PHOIBLE	Saanich
997	sas_austin1998	sas	PHOIBLE	Sasak
998	svr_anonymous1927	svr	PHOIBLE	Savara
999	pos_clark1995	pos	PHOIBLE	Popoluca de Sayula
1000	sey_levinson1990	sey	PHOIBLE	Secoya
1001	trv_asal1969	trv	PHOIBLE	Sedik
1002	ssg_wozna-wilson2005	ssg	PHOIBLE	Seimat
1003	sza_kruspe1999	sza	PHOIBLE	Semelai
1004	ser_hill1967	ser	PHOIBLE	Serrano
1005	sbf_teferra1991	sbf	PHOIBLE	Shabo
1006	ywn_vieira2004	ywn	PHOIBLE	Shanenawa
1007	kde_liphola2001	kde	PHOIBLE	Shimakonde
1008	sna_fortune1955	sna	PHOIBLE	Shona
1009	bax_nchare2005	bax	PHOIBLE	Shupamem
1010	sjr_rowe2005	sjr	PHOIBLE	Siar-Lak
1011	skr_shackle1976	skr	PHOIBLE	Siraiki
1012	sjw_andrews1994	sjw	PHOIBLE	Shawnee
1013	skv_donohue2004	skv	PHOIBLE	Skou
1014	thm_migliazza1998	thm	PHOIBLE	So
1015	erk_thieberger2004	erk	PHOIBLE	South Efate
1016	spo_carlson1972	spo	PHOIBLE	Spokan
1017	sso_demuth1992	sso	PHOIBLE	Sesotho
1018	stw_roddy2007	stw	PHOIBLE	Satawalese
1019	ulw_green1999	ulw	PHOIBLE	Sumo
1020	jup_epps2005	jup	PHOIBLE	Hup
1021	zoh_johnson2000	zoh	PHOIBLE	San Miguel Chimalapa Zoque
1022	ztp_beam2004	ztp	PHOIBLE	Zapotec
1023	yuk_schlicter1985	yuk	PHOIBLE	Yuki
1024	yap_ballantyne2005	yap	PHOIBLE	Yapese
1025	yur_robins1958	yur	PHOIBLE	Yurok
1026	yuz_gijn2006	yuz	PHOIBLE	Yuracure
1027	yux_maslova2003	yux	PHOIBLE	Yukaghir (Kolyma)
1028	wbm_wattana1998	wbm	PHOIBLE	Wa
1029	wms_vries1992	wms	PHOIBLE	Wambon
1030	was_jacobsen1964	was	PHOIBLE	Washo
1031	way_silva-tavares2005	way	PHOIBLE	Wayana
1032	woc_exter2003	woc	PHOIBLE	Wogeo
1033	var_armendariz2005	var	PHOIBLE	Warihio
1034	vai_welmers1976	vai	PHOIBLE	Vai
1035	ukr_pugh1999	ukr	PHOIBLE	Ukrainian
1036	phl_liljegren2008	phl	PHOIBLE	Palula
1037	mky_bowden1997	mky	PHOIBLE	East Makian
1038	tpi_gonzalez2005	tpi	PHOIBLE	Tapiete
1039	bjz_farr	bjz	PHOIBLE	Baruga
1040	tav_bostrom1998	tav	PHOIBLE	Tatuyo
1041	tgw_casimir1998	tgw	PHOIBLE	Tagwana
